Site	Morph	Individual	Flower	Avorted	Ovule	Seed	Total
31	Hermaphrodite	10	3	0	2	2	4
31	Hermaphrodite	10	4	2	2	0	4
32	Female	1	2	1	2	1	4
32	Female	2	1	1	2	1	4
32	Female	2	2	0	2	2	4
32	Female	7	4	1	2	1	4
32	Female	8	4	0	2	2	4
32	Female	9	3	0	2	2	4
32	Female	10	1	0	2	2	4
32	Female	10	6	0	2	2	4
32	Hermaphrodite	1	2	0	2	2	4
32	Hermaphrodite	1	6	1	2	1	4
32	Hermaphrodite	3	1	1	2	1	4
32	Hermaphrodite	3	4	1	2	1	4
32	Hermaphrodite	6	1	1	2	1	4
32	Hermaphrodite	6	2	2	2	0	4
32	Hermaphrodite	9	2	0	2	2	4
32	Hermaphrodite	9	3	0	2	2	4
33	Female	1	5	0	2	2	4
33	Female	3	3	0	2	2	4
33	Female	4	2	0	2	2	4
33	Female	4	3	1	2	1	4
33	Female	6	3	2	2	0	4
33	Female	6	4	1	2	1	4
33	Female	9	3	2	2	0	4
33	Female	10	2	0	2	2	4
33	Female	10	4	2	2	0	4
33	Female	10	5	1	2	1	4
33	Hermaphrodite	1	5	2	2	0	4
33	Hermaphrodite	2	2	1	2	1	4
33	Hermaphrodite	4	1	1	2	1	4
33	Hermaphrodite	5	1	0	2	2	4
33	Hermaphrodite	5	3	0	2	2	4
33	Hermaphrodite	6	4	1	2	1	4
33	Hermaphrodite	9	1	2	2	0	4
34	Female	1	2	0	2	2	4
34	Female	1	3	0	2	2	4
34	Female	3	1	0	2	2	4
34	Female	4	3	2	2	0	4
34	Female	5	1	0	2	2	4
34	Female	5	2	2	2	0	4
34	Female	8	3	0	2	2	4
34	Female	9	4	0	2	2	4
34	Female	10	1	2	2	0	4
34	Hermaphrodite	1	4	2	2	0	4
34	Hermaphrodite	3	1	2	2	0	4
34	Hermaphrodite	3	3	0	2	2	4
34	Hermaphrodite	6	3	2	2	0	4
35	Female	1	4	2	2	0	4
35	Female	2	6	0	2	2	4
35	Female	4	2	2	2	0	4
35	Female	5	4	2	2	0	4
35	Female	8	1	2	2	0	4
35	Female	8	2	0	2	2	4
35	Hermaphrodite	1	3	1	2	1	4
35	Hermaphrodite	2	1	0	2	2	4
35	Hermaphrodite	5	5	0	2	2	4
35	Hermaphrodite	6	3	1	2	1	4
35	Hermaphrodite	6	4	2	2	0	4
35	Hermaphrodite	8	5	2	2	0	4
35	Hermaphrodite	9	1	0	2	2	4
35	Hermaphrodite	9	5	2	2	0	4
35	Hermaphrodite	10	1	2	2	0	4
35	Hermaphrodite	10	2	0	2	2	4
36	Female	5	3	2	2	0	4
36	Female	5	4	1	2	1	4
36	Female	6	6	1	2	1	4
36	Female	10	1	2	2	0	4
36	Hermaphrodite	1	1	2	2	0	4
36	Hermaphrodite	5	2	1	2	1	4
36	Hermaphrodite	7	1	0	2	2	4
36	Hermaphrodite	8	4	1	2	1	4
37	Female	3	2	0	2	2	4
37	Female	4	3	2	2	0	4
37	Female	4	4	0	2	2	4
37	Female	7	5	1	2	1	4
37	Female	8	3	0	2	2	4
37	Female	9	2	0	2	2	4
37	Hermaphrodite	2	3	1	2	1	4
37	Hermaphrodite	6	2	0	2	2	4
37	Hermaphrodite	8	2	2	2	0	4
37	Hermaphrodite	10	3	0	2	2	4
38	Female	1	1	1	2	1	4
38	Female	1	2	2	2	0	4
38	Female	1	3	0	2	2	4
38	Female	2	1	1	2	1	4
38	Female	4	1	1	2	1	4
38	Female	4	4	1	2	1	4
38	Female	5	3	0	2	2	4
38	Female	5	4	0	2	2	4
38	Female	7	1	2	2	0	4
38	Female	8	2	0	2	2	4
38	Hermaphrodite	1	2	1	2	1	4
38	Hermaphrodite	1	4	0	2	2	4
38	Hermaphrodite	1	5	1	2	1	4
38	Hermaphrodite	1	6	1	2	1	4
38	Hermaphrodite	2	4	0	2	2	4
38	Hermaphrodite	2	5	0	2	2	4
38	Hermaphrodite	4	2	1	2	1	4
38	Hermaphrodite	4	3	2	2	0	4
38	Hermaphrodite	8	2	0	2	2	4
38	Hermaphrodite	8	3	0	2	2	4
38	Hermaphrodite	8	4	1	2	1	4
38	Hermaphrodite	8	5	0	2	2	4
38	Hermaphrodite	9	1	2	2	0	4
38	Hermaphrodite	9	2	0	2	2	4
38	Hermaphrodite	10	3	2	2	0	4
39	Female	1	2	0	2	2	4
39	Female	2	1	0	2	2	4
39	Female	3	2	1	2	1	4
39	Female	3	3	2	2	0	4
39	Female	4	2	1	2	1	4
39	Female	7	1	2	2	0	4
39	Hermaphrodite	2	2	2	2	0	4
39	Hermaphrodite	2	3	0	2	2	4
39	Hermaphrodite	3	5	2	2	0	4
39	Hermaphrodite	7	1	1	2	1	4
39	Hermaphrodite	9	1	1	2	1	4
39	Hermaphrodite	9	3	0	2	2	4
40	Female	2	1	2	2	0	4
40	Female	3	1	0	2	2	4
40	Female	3	3	0	2	2	4
40	Female	3	5	0	2	2	4
40	Hermaphrodite	6	5	1	2	1	4
40	Hermaphrodite	9	1	0	2	2	4
1	Female	1	1	0	1	3	4
1	Female	1	6	1	1	2	4
1	Female	2	1	1	1	2	4
1	Female	2	5	2	1	1	4
1	Female	3	2	0	1	3	4
1	Female	3	4	2	1	1	4
1	Female	5	1	2	1	1	4
1	Female	5	3	0	1	3	4
1	Female	5	4	3	1	0	4
1	Female	6	1	2	1	1	4
1	Female	10	4	1	1	2	4
1	Female	10	5	0	1	3	4
1	Hermaphrodite	1	2	1	1	2	4
1	Hermaphrodite	1	3	3	1	0	4
1	Hermaphrodite	2	1	1	1	2	4
1	Hermaphrodite	3	2	1	1	2	4
1	Hermaphrodite	3	4	2	1	1	4
1	Hermaphrodite	3	5	0	1	3	4
1	Hermaphrodite	4	5	3	1	0	4
1	Hermaphrodite	5	3	3	1	0	4
1	Hermaphrodite	7	1	0	1	3	4
1	Hermaphrodite	7	3	0	1	3	4
1	Hermaphrodite	9	4	0	1	3	4
2	Female	2	3	0	1	3	4
2	Female	3	2	0	1	3	4
2	Female	3	3	0	1	3	4
2	Female	4	3	0	1	3	4
2	Female	4	4	0	1	3	4
2	Female	5	3	2	1	1	4
2	Female	5	5	1	1	2	4
2	Female	6	4	0	1	3	4
2	Hermaphrodite	9	1	2	1	1	4
3	Female	1	2	0	1	3	4
3	Female	2	1	0	1	3	4
3	Female	2	2	0	1	3	4
3	Female	4	3	2	1	1	4
3	Female	4	5	0	1	3	4
3	Female	6	3	3	1	0	4
3	Female	8	3	1	1	2	4
3	Female	10	3	3	1	0	4
3	Hermaphrodite	2	2	3	1	0	4
3	Hermaphrodite	4	1	1	1	2	4
3	Hermaphrodite	4	2	2	1	1	4
3	Hermaphrodite	5	3	1	1	2	4
3	Hermaphrodite	8	4	1	1	2	4
4	Female	1	4	0	1	3	4
4	Female	4	1	2	1	1	4
4	Female	6	4	0	1	3	4
4	Female	8	4	1	1	2	4
4	Female	9	6	1	1	2	4
4	Hermaphrodite	3	1	0	1	3	4
4	Hermaphrodite	4	2	1	1	2	4
4	Hermaphrodite	4	3	0	1	3	4
4	Hermaphrodite	6	3	0	1	3	4
4	Hermaphrodite	7	1	2	1	1	4
4	Hermaphrodite	7	3	3	1	0	4
4	Hermaphrodite	8	2	1	1	2	4
4	Hermaphrodite	9	2	0	1	3	4
4	Hermaphrodite	9	4	1	1	2	4
5	Female	1	3	3	1	0	4
5	Female	2	3	2	1	1	4
5	Female	3	2	0	1	3	4
5	Female	3	3	1	1	2	4
5	Female	3	5	1	1	2	4
5	Female	4	1	3	1	0	4
5	Female	5	4	1	1	2	4
5	Female	7	1	3	1	0	4
5	Female	7	2	3	1	0	4
5	Female	8	1	0	1	3	4
5	Hermaphrodite	3	2	3	1	0	4
5	Hermaphrodite	3	3	3	1	0	4
5	Hermaphrodite	3	4	2	1	1	4
5	Hermaphrodite	3	6	2	1	1	4
5	Hermaphrodite	6	1	3	1	0	4
5	Hermaphrodite	6	5	0	1	3	4
5	Hermaphrodite	7	1	3	1	0	4
5	Hermaphrodite	7	2	0	1	3	4
5	Hermaphrodite	9	1	1	1	2	4
6	Female	1	1	3	1	0	4
6	Female	3	5	1	1	2	4
7	Female	1	6	1	1	2	4
7	Female	9	1	0	1	3	4
7	Female	9	5	2	1	1	4
7	Hermaphrodite	2	2	0	1	3	4
7	Hermaphrodite	4	1	0	1	3	4
7	Hermaphrodite	5	4	0	1	3	4
7	Hermaphrodite	5	5	0	1	3	4
7	Hermaphrodite	10	1	0	1	3	4
8	Female	2	4	3	1	0	4
8	Female	3	1	0	1	3	4
8	Female	6	1	3	1	0	4
8	Female	8	2	3	1	0	4
8	Hermaphrodite	1	4	3	1	0	4
8	Hermaphrodite	6	4	0	1	3	4
9	Female	1	1	0	1	3	4
9	Female	2	2	0	1	3	4
9	Female	6	4	0	1	3	4
9	Female	9	5	1	1	2	4
9	Hermaphrodite	1	2	2	1	1	4
9	Hermaphrodite	2	1	1	1	2	4
9	Hermaphrodite	7	2	1	1	2	4
9	Hermaphrodite	7	3	0	1	3	4
9	Hermaphrodite	8	1	0	1	3	4
9	Hermaphrodite	8	2	1	1	2	4
9	Hermaphrodite	9	3	2	1	1	4
9	Hermaphrodite	10	2	2	1	1	4
10	Female	1	3	3	1	0	4
10	Female	2	1	2	1	1	4
10	Female	8	3	3	1	0	4
10	Female	8	4	2	1	1	4
10	Female	10	1	3	1	0	4
10	Hermaphrodite	1	4	3	1	0	4
10	Hermaphrodite	2	1	3	1	0	4
10	Hermaphrodite	3	3	0	1	3	4
10	Hermaphrodite	4	5	0	1	3	4
11	Female	5	1	1	1	2	4
11	Female	5	2	0	1	3	4
11	Female	5	5	2	1	1	4
11	Female	6	3	0	1	3	4
11	Female	8	2	2	1	1	4
11	Female	10	1	1	1	2	4
11	Female	10	3	0	1	3	4
11	Female	10	5	3	1	0	4
11	Hermaphrodite	4	4	2	1	1	4
11	Hermaphrodite	5	2	2	1	1	4
11	Hermaphrodite	5	4	0	1	3	4
11	Hermaphrodite	6	5	3	1	0	4
12	Female	3	1	1	1	2	4
12	Female	3	3	0	1	3	4
12	Female	5	1	0	1	3	4
12	Female	5	3	1	1	2	4
12	Female	5	4	0	1	3	4
12	Female	9	1	2	1	1	4
12	Female	9	3	2	1	1	4
12	Female	9	4	1	1	2	4
12	Hermaphrodite	1	4	0	1	3	4
12	Hermaphrodite	10	1	0	1	3	4
12	Hermaphrodite	10	3	0	1	3	4
13	Female	1	1	2	1	1	4
13	Female	1	2	0	1	3	4
13	Female	1	5	2	1	1	4
13	Female	2	3	3	1	0	4
13	Female	4	2	2	1	1	4
13	Female	4	3	0	1	3	4
13	Female	4	5	1	1	2	4
13	Female	5	3	1	1	2	4
13	Female	5	4	0	1	3	4
13	Female	5	6	2	1	1	4
13	Female	6	3	0	1	3	4
13	Female	7	2	0	1	3	4
13	Female	10	2	2	1	1	4
13	Female	10	5	2	1	1	4
13	Hermaphrodite	1	5	0	1	3	4
13	Hermaphrodite	3	3	0	1	3	4
13	Hermaphrodite	3	4	0	1	3	4
13	Hermaphrodite	4	5	0	1	3	4
13	Hermaphrodite	6	5	1	1	2	4
13	Hermaphrodite	7	5	1	1	2	4
13	Hermaphrodite	8	3	0	1	3	4
13	Hermaphrodite	10	1	0	1	3	4
13	Hermaphrodite	10	4	0	1	3	4
13	Hermaphrodite	10	5	0	1	3	4
14	Female	1	4	1	1	2	4
14	Female	3	4	0	1	3	4
14	Female	4	5	2	1	1	4
14	Female	5	2	1	1	2	4
14	Female	9	1	2	1	1	4
14	Hermaphrodite	9	1	2	1	1	4
15	Female	7	2	0	1	3	4
15	Female	9	1	1	1	2	4
15	Female	10	2	0	1	3	4
15	Hermaphrodite	1	3	0	1	3	4
15	Hermaphrodite	5	1	3	1	0	4
15	Hermaphrodite	7	3	0	1	3	4
16	Female	4	4	3	1	0	4
16	Female	6	1	0	1	3	4
16	Female	8	2	1	1	2	4
16	Female	9	1	0	1	3	4
16	Female	10	1	3	1	0	4
16	Female	10	2	2	1	1	4
17	Female	1	4	1	1	2	4
17	Female	7	5	0	1	3	4
17	Female	9	3	3	1	0	4
17	Hermaphrodite	1	2	1	1	2	4
17	Hermaphrodite	4	1	1	1	2	4
17	Hermaphrodite	8	2	1	1	2	4
17	Hermaphrodite	8	4	1	1	2	4
17	Hermaphrodite	9	2	2	1	1	4
18	Female	3	3	0	1	3	4
18	Female	3	4	3	1	0	4
18	Female	3	5	2	1	1	4
18	Female	7	1	2	1	1	4
18	Female	10	1	2	1	1	4
18	Female	10	2	2	1	1	4
18	Hermaphrodite	1	2	3	1	0	4
18	Hermaphrodite	3	2	3	1	0	4
19	Female	1	1	2	1	1	4
19	Female	5	2	0	1	3	4
19	Female	7	1	0	1	3	4
19	Female	9	3	3	1	0	4
19	Hermaphrodite	4	5	3	1	0	4
19	Hermaphrodite	7	2	1	1	2	4
19	Hermaphrodite	9	1	3	1	0	4
20	Female	1	3	0	1	3	4
20	Female	1	5	1	1	2	4
20	Female	4	2	0	1	3	4
20	Female	4	5	0	1	3	4
20	Female	5	3	2	1	1	4
20	Female	6	3	3	1	0	4
20	Female	8	3	3	1	0	4
20	Hermaphrodite	2	2	3	1	0	4
20	Hermaphrodite	3	1	3	1	0	4
20	Hermaphrodite	3	2	1	1	2	4
20	Hermaphrodite	3	5	3	1	0	4
20	Hermaphrodite	4	1	2	1	1	4
20	Hermaphrodite	5	2	2	1	1	4
20	Hermaphrodite	5	6	3	1	0	4
20	Hermaphrodite	8	2	2	1	1	4
21	Female	2	5	3	1	0	4
21	Female	4	1	0	1	3	4
21	Female	5	3	3	1	0	4
21	Female	7	1	3	1	0	4
21	Female	8	1	0	1	3	4
21	Female	8	4	0	1	3	4
21	Female	9	5	0	1	3	4
21	Hermaphrodite	4	1	3	1	0	4
21	Hermaphrodite	7	1	3	1	0	4
21	Hermaphrodite	8	3	0	1	3	4
21	Hermaphrodite	8	6	1	1	2	4
21	Hermaphrodite	9	2	0	1	3	4
22	Female	2	1	0	1	3	4
22	Female	5	1	2	1	1	4
22	Female	6	1	0	1	3	4
22	Female	6	2	1	1	2	4
22	Female	9	3	2	1	1	4
22	Hermaphrodite	2	2	3	1	0	4
22	Hermaphrodite	6	1	1	1	2	4
23	Female	5	1	1	1	2	4
23	Female	8	3	0	1	3	4
23	Female	9	3	0	1	3	4
23	Hermaphrodite	1	3	1	1	2	4
23	Hermaphrodite	5	1	3	1	0	4
23	Hermaphrodite	6	3	3	1	0	4
23	Hermaphrodite	7	1	0	1	3	4
23	Hermaphrodite	7	2	1	1	2	4
23	Hermaphrodite	9	1	2	1	1	4
24	Female	4	2	3	1	0	4
24	Female	8	2	1	1	2	4
24	Hermaphrodite	2	1	1	1	2	4
24	Hermaphrodite	4	2	1	1	2	4
25	Female	2	1	1	1	2	4
25	Female	2	2	2	1	1	4
25	Female	2	4	3	1	0	4
25	Female	2	6	1	1	2	4
25	Female	4	2	1	1	2	4
25	Female	7	2	0	1	3	4
25	Female	8	4	1	1	2	4
25	Hermaphrodite	1	2	3	1	0	4
26	Female	5	4	1	1	2	4
26	Female	5	5	2	1	1	4
26	Female	10	4	3	1	0	4
26	Hermaphrodite	5	1	3	1	0	4
26	Hermaphrodite	7	4	3	1	0	4
26	Hermaphrodite	9	1	3	1	0	4
26	Hermaphrodite	10	6	0	1	3	4
27	Female	1	2	0	1	3	4
27	Female	3	2	3	1	0	4
27	Female	5	1	0	1	3	4
27	Female	6	3	1	1	2	4
27	Hermaphrodite	2	1	2	1	1	4
27	Hermaphrodite	8	2	1	1	2	4
27	Hermaphrodite	9	1	2	1	1	4
28	Female	7	5	3	1	0	4
28	Female	8	4	0	1	3	4
29	Female	4	5	2	1	1	4
29	Female	7	3	0	1	3	4
29	Female	7	4	1	1	2	4
29	Female	10	4	3	1	0	4
29	Hermaphrodite	6	3	0	1	3	4
29	Hermaphrodite	7	4	3	1	0	4
29	Hermaphrodite	8	4	1	1	2	4
29	Hermaphrodite	8	6	3	1	0	4
30	Female	1	3	3	1	0	4
30	Female	2	5	0	1	3	4
30	Female	5	1	0	1	3	4
30	Female	5	2	2	1	1	4
30	Female	5	4	3	1	0	4
30	Female	6	1	0	1	3	4
30	Female	10	3	1	1	2	4
30	Hermaphrodite	3	6	2	1	1	4
30	Hermaphrodite	5	4	3	1	0	4
30	Hermaphrodite	6	2	2	1	1	4
30	Hermaphrodite	7	2	2	1	1	4
30	Hermaphrodite	10	1	3	1	0	4
31	Female	2	4	2	1	1	4
31	Female	4	6	2	1	1	4
31	Female	6	2	0	1	3	4
31	Female	6	4	0	1	3	4
31	Female	7	2	1	1	2	4
31	Female	8	2	2	1	1	4
31	Female	9	1	3	1	0	4
31	Female	9	2	3	1	0	4
31	Female	9	3	1	1	2	4
31	Female	10	1	0	1	3	4
31	Hermaphrodite	2	2	1	1	2	4
31	Hermaphrodite	2	5	3	1	0	4
31	Hermaphrodite	3	3	1	1	2	4
31	Hermaphrodite	4	1	0	1	3	4
31	Hermaphrodite	6	1	1	1	2	4
31	Hermaphrodite	6	2	2	1	1	4
31	Hermaphrodite	6	3	1	1	2	4
31	Hermaphrodite	6	4	0	1	3	4
31	Hermaphrodite	8	4	0	1	3	4
31	Hermaphrodite	10	5	1	1	2	4
32	Female	1	5	1	1	2	4
32	Female	3	5	0	1	3	4
32	Female	4	3	1	1	2	4
32	Female	5	3	0	1	3	4
32	Female	5	5	0	1	3	4
32	Hermaphrodite	3	2	2	1	1	4
32	Hermaphrodite	4	4	0	1	3	4
32	Hermaphrodite	4	5	3	1	0	4
32	Hermaphrodite	7	1	0	1	3	4
32	Hermaphrodite	7	5	0	1	3	4
33	Female	1	2	2	1	1	4
33	Female	2	1	0	1	3	4
33	Female	2	2	0	1	3	4
33	Female	2	4	0	1	3	4
33	Female	4	4	0	1	3	4
33	Female	4	5	3	1	0	4
33	Female	5	1	3	1	0	4
33	Female	5	3	1	1	2	4
33	Female	6	1	1	1	2	4
33	Female	7	1	1	1	2	4
33	Female	7	2	0	1	3	4
33	Female	7	3	0	1	3	4
33	Female	7	4	0	1	3	4
33	Female	9	1	0	1	3	4
33	Female	9	2	3	1	0	4
33	Female	10	1	1	1	2	4
33	Hermaphrodite	1	4	3	1	0	4
33	Hermaphrodite	2	4	0	1	3	4
33	Hermaphrodite	4	3	2	1	1	4
33	Hermaphrodite	6	1	0	1	3	4
33	Hermaphrodite	6	2	0	1	3	4
33	Hermaphrodite	7	3	3	1	0	4
33	Hermaphrodite	8	2	3	1	0	4
33	Hermaphrodite	9	2	3	1	0	4
34	Female	1	6	0	1	3	4
34	Female	2	2	3	1	0	4
34	Female	3	2	0	1	3	4
34	Female	3	3	3	1	0	4
34	Female	6	3	3	1	0	4
34	Female	6	4	0	1	3	4
34	Female	8	1	0	1	3	4
34	Female	9	3	3	1	0	4
34	Hermaphrodite	1	3	0	1	3	4
34	Hermaphrodite	3	2	1	1	2	4
34	Hermaphrodite	5	2	0	1	3	4
34	Hermaphrodite	7	2	0	1	3	4
34	Hermaphrodite	7	3	3	1	0	4
35	Female	2	3	3	1	0	4
35	Female	2	4	0	1	3	4
35	Female	4	3	3	1	0	4
35	Female	4	4	0	1	3	4
35	Female	4	5	1	1	2	4
35	Female	5	1	1	1	2	4
35	Female	5	5	0	1	3	4
35	Female	6	1	2	1	1	4
35	Female	7	2	0	1	3	4
35	Female	7	4	3	1	0	4
35	Female	9	3	0	1	3	4
35	Female	10	1	1	1	2	4
35	Female	10	3	0	1	3	4
35	Female	10	5	0	1	3	4
35	Hermaphrodite	1	1	0	1	3	4
35	Hermaphrodite	1	4	2	1	1	4
35	Hermaphrodite	2	4	0	1	3	4
35	Hermaphrodite	3	3	0	1	3	4
35	Hermaphrodite	3	5	0	1	3	4
35	Hermaphrodite	4	2	2	1	1	4
35	Hermaphrodite	5	4	2	1	1	4
35	Hermaphrodite	6	1	3	1	0	4
35	Hermaphrodite	8	3	1	1	2	4
35	Hermaphrodite	9	2	1	1	2	4
35	Hermaphrodite	10	3	3	1	0	4
36	Female	4	3	2	1	1	4
36	Female	5	1	2	1	1	4
36	Female	5	2	0	1	3	4
36	Female	6	4	1	1	2	4
36	Female	8	1	2	1	1	4
36	Female	10	2	1	1	2	4
36	Female	10	3	0	1	3	4
36	Hermaphrodite	2	2	1	1	2	4
36	Hermaphrodite	4	1	1	1	2	4
36	Hermaphrodite	5	3	3	1	0	4
36	Hermaphrodite	6	1	3	1	0	4
36	Hermaphrodite	9	1	3	1	0	4
36	Hermaphrodite	10	1	1	1	2	4
37	Female	1	2	2	1	1	4
37	Female	2	1	1	1	2	4
37	Female	4	5	0	1	3	4
37	Female	6	5	2	1	1	4
37	Female	8	2	2	1	1	4
37	Female	8	4	1	1	2	4
37	Female	8	5	2	1	1	4
37	Female	9	3	0	1	3	4
37	Female	9	4	0	1	3	4
37	Female	9	5	0	1	3	4
37	Female	9	6	0	1	3	4
37	Female	10	3	0	1	3	4
37	Female	10	5	2	1	1	4
37	Hermaphrodite	7	4	2	1	1	4
37	Hermaphrodite	8	3	1	1	2	4
37	Hermaphrodite	10	4	3	1	0	4
38	Female	5	1	0	1	3	4
38	Female	5	2	3	1	0	4
38	Female	5	5	0	1	3	4
38	Female	7	4	2	1	1	4
38	Female	9	2	0	1	3	4
38	Female	10	2	1	1	2	4
38	Female	10	3	1	1	2	4
38	Hermaphrodite	3	1	3	1	0	4
38	Hermaphrodite	5	2	0	1	3	4
38	Hermaphrodite	5	3	2	1	1	4
38	Hermaphrodite	5	5	0	1	3	4
38	Hermaphrodite	8	1	2	1	1	4
39	Female	1	3	0	1	3	4
39	Female	2	3	0	1	3	4
39	Female	4	3	0	1	3	4
39	Female	5	2	2	1	1	4
39	Female	5	4	0	1	3	4
39	Female	6	1	1	1	2	4
39	Female	6	3	3	1	0	4
39	Female	9	1	0	1	3	4
39	Female	9	3	0	1	3	4
39	Female	10	4	0	1	3	4
39	Hermaphrodite	5	2	3	1	0	4
39	Hermaphrodite	10	3	0	1	3	4
40	Female	3	2	1	1	2	4
40	Female	9	1	0	1	3	4
40	Hermaphrodite	3	2	0	1	3	4
40	Hermaphrodite	3	3	0	1	3	4
40	Hermaphrodite	9	2	0	1	3	4
1	Female	1	2	1	0	3	4
1	Female	1	3	3	0	1	4
1	Female	1	4	0	0	4	4
1	Female	5	6	0	0	4	4
1	Female	6	4	0	0	4	4
1	Female	8	3	2	0	2	4
1	Female	8	4	1	0	3	4
1	Female	9	1	2	0	2	4
1	Female	9	2	0	0	4	4
1	Female	9	4	2	0	2	4
1	Female	9	5	2	0	2	4
1	Hermaphrodite	2	4	2	0	2	4
1	Hermaphrodite	3	1	0	0	4	4
1	Hermaphrodite	3	3	2	0	2	4
1	Hermaphrodite	4	2	1	0	3	4
1	Hermaphrodite	4	3	0	0	4	4
1	Hermaphrodite	7	5	0	0	4	4
1	Hermaphrodite	9	1	1	0	3	4
1	Hermaphrodite	9	3	4	0	0	4
2	Female	1	1	0	0	4	4
2	Female	1	2	1	0	3	4
2	Female	2	4	0	0	4	4
2	Female	3	1	0	0	4	4
2	Female	4	5	0	0	4	4
2	Female	6	5	0	0	4	4
2	Female	6	6	0	0	4	4
2	Female	7	2	2	0	2	4
2	Female	7	4	3	0	1	4
2	Hermaphrodite	4	2	4	0	0	4
2	Hermaphrodite	7	3	4	0	0	4
2	Hermaphrodite	7	4	0	0	4	4
2	Hermaphrodite	8	1	0	0	4	4
2	Hermaphrodite	8	3	2	0	2	4
2	Hermaphrodite	9	2	0	0	4	4
3	Female	1	1	4	0	0	4
3	Female	3	6	3	0	1	4
3	Female	7	1	3	0	1	4
3	Female	7	5	0	0	4	4
3	Female	8	5	0	0	4	4
3	Female	9	2	0	0	4	4
3	Female	10	4	0	0	4	4
3	Hermaphrodite	6	1	2	0	2	4
3	Hermaphrodite	7	4	3	0	1	4
3	Hermaphrodite	10	2	4	0	0	4
4	Female	1	1	0	0	4	4
4	Female	1	2	0	0	4	4
4	Female	2	3	2	0	2	4
4	Female	2	4	0	0	4	4
4	Female	2	5	2	0	2	4
4	Female	2	6	1	0	3	4
4	Female	3	3	2	0	2	4
4	Female	5	1	1	0	3	4
4	Female	5	3	2	0	2	4
4	Female	5	4	4	0	0	4
4	Female	6	1	0	0	4	4
4	Female	6	2	3	0	1	4
4	Female	8	3	4	0	0	4
4	Female	8	5	0	0	4	4
4	Female	9	1	2	0	2	4
4	Female	9	2	0	0	4	4
4	Female	9	4	2	0	2	4
4	Female	9	5	0	0	4	4
4	Hermaphrodite	2	2	2	0	2	4
4	Hermaphrodite	2	3	3	0	1	4
4	Hermaphrodite	3	2	0	0	4	4
4	Hermaphrodite	3	3	0	0	4	4
4	Hermaphrodite	5	1	3	0	1	4
4	Hermaphrodite	5	2	2	0	2	4
4	Hermaphrodite	5	3	0	0	4	4
4	Hermaphrodite	5	4	1	0	3	4
4	Hermaphrodite	6	2	1	0	3	4
4	Hermaphrodite	7	2	3	0	1	4
4	Hermaphrodite	7	5	3	0	1	4
4	Hermaphrodite	7	6	3	0	1	4
4	Hermaphrodite	9	1	4	0	0	4
4	Hermaphrodite	9	3	0	0	4	4
5	Female	1	1	3	0	1	4
5	Female	1	2	2	0	2	4
5	Female	1	4	2	0	2	4
5	Female	1	5	0	0	4	4
5	Female	2	1	1	0	3	4
5	Female	6	5	4	0	0	4
5	Female	8	5	2	0	2	4
5	Female	9	1	0	0	4	4
5	Female	9	2	4	0	0	4
5	Female	10	1	1	0	3	4
5	Hermaphrodite	1	5	0	0	4	4
5	Hermaphrodite	5	1	4	0	0	4
5	Hermaphrodite	8	1	4	0	0	4
6	Female	7	2	3	0	1	4
6	Female	9	1	3	0	1	4
6	Female	10	2	0	0	4	4
6	Hermaphrodite	8	1	1	0	3	4
6	Hermaphrodite	8	2	1	0	3	4
7	Female	2	3	4	0	0	4
7	Female	3	2	1	0	3	4
7	Female	4	1	0	0	4	4
7	Female	4	3	4	0	0	4
7	Female	4	4	1	0	3	4
7	Female	4	6	0	0	4	4
7	Female	5	6	4	0	0	4
7	Female	7	2	0	0	4	4
7	Female	7	3	0	0	4	4
7	Female	7	5	0	0	4	4
7	Female	8	1	0	0	4	4
7	Female	8	2	1	0	3	4
7	Female	9	3	0	0	4	4
7	Female	9	4	1	0	3	4
7	Female	10	2	4	0	0	4
7	Female	10	4	2	0	2	4
7	Hermaphrodite	1	1	3	0	1	4
7	Hermaphrodite	1	2	1	0	3	4
7	Hermaphrodite	1	5	3	0	1	4
7	Hermaphrodite	2	1	4	0	0	4
7	Hermaphrodite	2	3	2	0	2	4
7	Hermaphrodite	2	4	2	0	2	4
7	Hermaphrodite	2	6	2	0	2	4
7	Hermaphrodite	5	3	0	0	4	4
7	Hermaphrodite	5	6	1	0	3	4
7	Hermaphrodite	8	4	2	0	2	4
7	Hermaphrodite	9	1	4	0	0	4
8	Female	3	5	0	0	4	4
8	Female	4	1	0	0	4	4
8	Female	7	4	0	0	4	4
8	Hermaphrodite	1	5	4	0	0	4
9	Female	1	2	4	0	0	4
9	Female	3	3	1	0	3	4
9	Female	4	3	2	0	2	4
9	Female	4	5	1	0	3	4
9	Female	4	6	0	0	4	4
9	Female	5	1	2	0	2	4
9	Female	6	3	2	0	2	4
9	Female	7	2	4	0	0	4
9	Hermaphrodite	2	2	2	0	2	4
9	Hermaphrodite	2	3	1	0	3	4
9	Hermaphrodite	2	5	2	0	2	4
9	Hermaphrodite	4	1	3	0	1	4
9	Hermaphrodite	7	4	1	0	3	4
10	Female	2	4	0	0	4	4
10	Female	5	2	4	0	0	4
10	Female	7	1	4	0	0	4
10	Female	8	1	4	0	0	4
10	Female	9	3	0	0	4	4
10	Female	9	4	1	0	3	4
10	Female	10	3	4	0	0	4
10	Hermaphrodite	7	3	2	0	2	4
